pdid,name,target_name,gene_name,target_type,activity_biochemical,SMILES_std,mw,hba,hbd,rb,logp,tpsa,moa_label,Standardized_SMILES,SMILES_protonated_7.4,TPSA,Rot_Bonds,H_Accpt,H_Donors,LogP,Mol.Wt,Ro5_check,morgan_fps,set
PD012798,Dubermatinib,Aurora kinase A,AURKA,single protein,8.52,CN1CCN(Cc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)N(C)C)n3)cc2)CC1,515.19,8.0,2.0,8.0,3.61,93.7,AURORA KINASE,CN1CCN(Cc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)N(C)C)n3)cc2)CC1,CN(C)S(=O)(=O)C1=CC=CC=C1NC1=NC(NC2=CC=C(CN3CC[NH+](C)CC3)C=C2)=NC=C1Cl,94.89999999999999,8.0,7.0,3.0,2.197800000000001,517.0790000000004,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e01cc80>,tr
PD017710,aurora kinase inhibitor II,Aurora kinase A,AURKA,single protein,6.51,COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC,400.15,6.0,2.0,6.0,4.64,85.37,AURORA KINASE,COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC,COC1=CC2=NC=NC(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)=C2C=C1OC,85.37000000000002,6.0,6.0,2.0,4.642900000000004,400.43800000000016,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d8b9772960>,tr
PD003337,ALISERTIB,Aurora kinase A,AURKA,single protein,9.0,COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,518.12,7.0,2.0,6.0,5.75,105.93,AURORA KINASE,COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,COC1=CC(NC2=NC=C3CN=C(C4=CC(Cl)=CC=C4C3=N2)C2=C(F)C=CC=C2OC)=CC=C1C([O-])=O,108.75999999999999,6.0,8.0,1.0,4.411400000000004,517.9240000000002,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d8b803b3e0>,tr
PD158565,SULFURETIN,Aurora kinase A,AURKA,single protein,6.07,O=C1/C(=C/c2ccc(O)c(O)c2)Oc2cc(O)ccc21,270.05,5.0,3.0,1.0,2.42,86.99,AURORA KINASE,O=C1/C(=C/c2ccc(O)c(O)c2)Oc2cc(O)ccc21,OC1=CC=C2C(=O)\C(OC2=C1)=C\C1=CC=C(O)C(O)=C1,86.99000000000001,1.0,5.0,3.0,2.419600000000001,270.24,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e006960>,tr
PD000900,SINENSETIN,Aurora kinase B,AURKB,single protein,5.27,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1OC,372.12,7.0,0.0,6.0,3.5,76.36,AURORA KINASE,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1OC,COC1=CC=C(C=C1OC)C1=CC(=O)C2=C(OC)C(OC)=C(OC)C=C2O1,76.36000000000001,6.0,7.0,0.0,3.503000000000003,372.37300000000016,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e004eb0>,tr
PD010873,TAK-901,Aurora kinase A,AURKA,single protein,7.74,CCS(=O)(=O)c1cccc(-c2cc(C(=O)NC3CCN(C)CC3)c(C)c3[nH]c4ncc(C)cc4c23)c1,504.22,5.0,2.0,5.0,4.62,95.16,AURORA KINASE,CCS(=O)(=O)c1cccc(-c2cc(C(=O)NC3CCN(C)CC3)c(C)c3[nH]c4ncc(C)cc4c23)c1,CCS(=O)(=O)C1=CC=CC(=C1)C1=CC(C(=O)NC2CC[NH+](C)CC2)=C(C)C2=C1C1=C(N2)N=CC(C)=C1,96.36,5.0,4.0,3.0,3.2004400000000013,505.6640000000004,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9841fa6c0>,tr
PD003407,TOZASERTIB,Small ribosomal subunit protein mS38,AURKAIP1,single protein,9.22,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH]n1,464.21,8.0,3.0,7.0,3.5,102.07,AURORA KINASE,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH]n1,C[NH+]1CCN(CC1)C1=NC(SC2=CC=C(NC(=O)C3CC3)C=C2)=NC(NC2=NNC(C)=C2)=C1,103.27000000000001,7.0,7.0,4.0,2.086119999999999,465.6070000000002,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d8b9770660>,tr
PD005086,aurora kinase inhibitor III,Aurora kinase A,AURKA,single protein,7.38,O=C(Nc1cccc(Nc2nccc(Nc3cccc(C(F)(F)F)c3)n2)c1)C1CC1,413.15,5.0,3.0,6.0,5.33,78.94,AURORA KINASE,O=C(Nc1cccc(Nc2nccc(Nc3cccc(C(F)(F)F)c3)n2)c1)C1CC1,FC(F)(F)C1=CC(NC2=NC(NC3=CC(NC(=O)C4CC4)=CC=C3)=NC=C2)=CC=C1,78.94000000000001,6.0,5.0,3.0,5.331100000000004,413.40300000000013,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d8b97726c0>,tr
PD119876,DHNQ,Aurora kinase A,AURKA,single protein,7.05,O=C1C=CC(=O)c2c(O)ccc(O)c21,190.03,4.0,2.0,0.0,1.03,74.6,AURORA KINASE,O=C1C=CC(=O)c2c(O)ccc(O)c21,OC1=C2C(=O)C=CC(=O)C2=C(O)C=C1,74.6,0.0,4.0,2.0,1.033,190.15399999999997,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e006f10>,tr
PD011187,PHA-680632,Aurora kinase A,AURKA,single protein,8.41,CCc1cccc(CC)c1NC(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1,501.29,5.0,3.0,6.0,4.09,96.6,AURORA KINASE,CCc1cccc(CC)c1NC(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1,CCC1=CC=CC(CC)=C1NC(=O)N1CC2=C(C1)C(NC(=O)C1=CC=C(C=C1)N1CC[NH+](C)CC1)=NN2,97.80000000000001,6.0,4.0,4.0,2.6692,502.6430000000002,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9b4145d20>,tr
PD012533,XL-228,Aurora kinase A,AURKA,single protein,8.52,CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,437.27,9.0,3.0,8.0,3.3,111.03,AURORA KINASE,CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,CC(C)C1=NOC(CNC2=NC(NC3=NNC(=C3)C3CC3)=CC(=N2)N2CC[NH+](C)CC2)=C1,112.22999999999999,8.0,8.0,4.0,1.8789000000000005,438.56000000000034,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d8b9772ce0>,tr
PD157710,TAS-119,Aurora kinase A,AURKA,single protein,9.4,Cc1cc(Nc2nc(CC3(C(=O)O)CCN(C(=O)c4cccc(Cl)c4Cl)CC3)ccc2F)[nH]n1,505.11,5.0,3.0,6.0,4.85,111.21,AURORA KINASE,Cc1cc(Nc2nc(CC3(C(=O)O)CCN(C(=O)c4cccc(Cl)c4Cl)CC3)ccc2F)[nH]n1,CC1=CC(NC2=NC(CC3(CCN(CC3)C(=O)C3=CC=CC(Cl)=C3Cl)C([O-])=O)=CC=C2F)=NN1,114.04000000000002,6.0,6.0,2.0,3.5176200000000017,505.3570000000001,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d8b9770ac0>,tr
PD150828,GOSSYPIN,Aurora kinase B,AURKB,single protein,4.96,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc(O)c12,480.09,13.0,9.0,4.0,-0.83,230.74,AURORA KINASE,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc(O)c12,OC[C@H]1O[C@@H](OC2=C3OC(=C([O-])C(=O)C3=C(O)C=C2[O-])C2=CC=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O,236.39999999999995,4.0,13.0,7.0,-2.0973000000000006,478.36200000000014,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e006810>,tr
PD011139,MLN8054,Aurora kinase A,AURKA,single protein,8.4,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,476.09,5.0,2.0,4.0,5.87,87.47,AURORA KINASE,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,[O-]C(=O)C1=CC=C(NC2=NC=C3CN=C(C4=CC(Cl)=CC=C4C3=N2)C2=C(F)C=CC=C2F)C=C1,90.3,4.0,6.0,1.0,4.533300000000002,475.8620000000001,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9b41449e0>,tr
PD102240,LY3295668,Aurora kinase A,AURKA,single protein,9.0,Cc1cc(Nc2ccc(F)c(C[C@@]3(C(=O)O)CCN(Cc4cccc(Cl)c4F)[C@H](C)C3)n2)[nH]n1,489.17,5.0,3.0,7.0,5.09,94.14,AURORA KINASE,Cc1cc(Nc2ccc(F)c(C[C@@]3(C(=O)O)CCN(Cc4cccc(Cl)c4F)[C@H](C)C3)n2)[nH]n1,C[C@@H]1C[C@@](CC2=NC(NC3=NNC(C)=C3)=CC=C2F)(CC[NH+]1CC1=CC=CC(Cl)=C1F)C([O-])=O,98.16999999999999,7.0,5.0,3.0,2.3345200000000004,489.95400000000035,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9b42774c0>,tr
PD011032,BX-912,Aurora kinase A,AURKA,single protein,7.86,O=C(Nc1cccc(Nc2ncc(Br)c(NCCc3c[nH]cn3)n2)c1)N1CCCC1,470.12,6.0,4.0,7.0,3.99,110.86,AURORA KINASE,O=C(Nc1cccc(Nc2ncc(Br)c(NCCc3c[nH]cn3)n2)c1)N1CCCC1,BrC1=CN=C(NC2=CC(NC(=O)N3CCCC3)=CC=C2)N=C1NCCC1=CNC=N1,110.86,7.0,6.0,4.0,3.988100000000002,471.3630000000003,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e01e6c0>,tr
PD017865,NU6140,Aurora kinase B,AURKB,single protein,7.46,CCN(CC)C(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1,422.24,6.0,2.0,8.0,4.54,96.03,AURORA KINASE,CCN(CC)C(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1,CCN(CC)C(=O)C1=CC=C(NC2=NC(OCC3CCCCC3)=C3NC=NC3=N2)C=C1,96.03,8.0,6.0,2.0,4.537600000000003,422.53300000000024,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9b4145930>,tr
PD087762,EP-0042,Aurora kinase A,AURKA,single protein,8.12,Cc1nn(C)cc1-c1nc2c(N3CCN(Cc4ccc(Cl)cc4)CC3)c(Cl)cnc2[nH]1,455.14,6.0,1.0,4.0,4.3,65.87,AURORA KINASE,Cc1nn(C)cc1-c1nc2c(N3CCN(Cc4ccc(Cl)cc4)CC3)c(Cl)cnc2[nH]1,CN1C=C(C(C)=N1)C1=NC2=NC=C(Cl)C(N3CC[NH+](CC4=CC=C(Cl)C=C4)CC3)=C2N1,67.07,4.0,5.0,2.0,2.8787200000000004,457.3890000000002,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e01d7e0>,tr
PD036155,barasertib,Aurora kinase B,AURKB,single protein,9.43,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,587.21,9.0,5.0,15.0,3.62,174.82,AURORA KINASE,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,CC[NH+](CCCOC1=CC2=NC=NC(NC3=NNC(CC(=O)NC4=CC=CC(F)=C4)=C3)=C2C=C1)CCOP([O-])([O-])=O,181.67999999999998,15.0,10.0,4.0,0.9357999999999997,586.5410000000004,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d8b9772810>,tr
PD062072,THZ2,Cyclin-dependent kinase 7,CDK7,single protein,7.71,CN(C)C/C=C/C(=O)Nc1cccc(C(=O)Nc2cccc(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)c2)c1,565.2,6.0,4.0,9.0,6.33,115.04,CDK,CN(C)C/C=C/C(=O)Nc1cccc(C(=O)Nc2cccc(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)c2)c1,C[NH+](C)C\C=C\C(=O)NC1=CC=CC(=C1)C(=O)NC1=CC=CC(NC2=NC=C(Cl)C(=N2)C2=CNC3=CC=CC=C23)=C1,116.24000000000001,9.0,5.0,5.0,4.913400000000003,567.0730000000002,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d8b97706d0>,tr
PD003350,N9-isopropylolomoucine,Cyclin-dependent kinase 5,CDK5,single protein,5.9,CC(C)n1cnc2c(NCc3ccccc3)nc(NCCO)nc21,326.19,7.0,3.0,7.0,2.42,87.89,CDK,CC(C)n1cnc2c(NCc3ccccc3)nc(NCCO)nc21,CC(C)N1C=NC2=C(NCC3=CC=CC=C3)N=C(NCCO)N=C12,87.89,7.0,7.0,3.0,2.4235,326.4040000000001,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9b4144c80>,tr
PD004376,(R)-CR8,Cyclin-dependent kinase 1,CDK1,single protein,7.39,CC[C@H](CO)Nc1nc(NCc2ccc(-c3ccccn3)cc2)c2ncn(C(C)C)c2n1,431.24,8.0,3.0,9.0,4.26,100.78,CDK,CC[C@H](CO)Nc1nc(NCc2ccc(-c3ccccn3)cc2)c2ncn(C(C)C)c2n1,CC[C@H](CO)NC1=NC(NCC2=CC=C(C=C2)C2=CC=CC=N2)=C2N=CN(C(C)C)C2=N1,100.77999999999999,9.0,8.0,3.0,4.2641000000000036,431.54400000000015,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e005310>,tr
PD077934,samuraciclib,Cyclin-dependent kinase 7,CDK7,single protein,7.4,CC(C)c1cnn2c(NCc3ccccc3)cc(NC[C@H]3CCNC[C@@H]3O)nc12,394.25,7.0,4.0,7.0,2.85,86.51,CDK,CC(C)c1cnn2c(NCc3ccccc3)cc(NC[C@H]3CCNC[C@@H]3O)nc12,CC(C)C1=C2N=C(NC[C@H]3CC[NH2+]C[C@@H]3O)C=C(NCC3=CC=CC=C3)N2N=C1,91.09,7.0,6.0,4.0,1.8208999999999995,395.53100000000006,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d8b9773060>,tr
PD010313,Ribociclib,Cyclin-dependent kinase 4,CDK4,single protein,8.0,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,434.25,8.0,2.0,5.0,2.8,91.21,CDK,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,CN(C)C(=O)C1=CC2=CN=C(NC3=CC=C(C=N3)N3CC[NH2+]CC3)N=C2N1C1CCCC1,95.78999999999999,5.0,7.0,2.0,1.7701999999999996,435.5560000000004,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9b4146030>,tr
PD010916,AZD-5438,Cyclin-dependent kinase 2,CDK2,single protein,8.22,Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,371.14,7.0,1.0,5.0,3.38,89.77,CDK,Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,CC(C)N1C(C)=NC=C1C1=CC=NC(NC2=CC=C(C=C2)S(C)(=O)=O)=N1,89.77,5.0,7.0,1.0,3.376520000000002,371.4660000000001,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e01eea0>,tr
PD005309,SNS-314,Cyclin-dependent kinase 8,CDK8,single protein,8.8,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,430.04,7.0,3.0,6.0,5.1,91.83,CDK,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,ClC1=CC(NC(=O)[N-]C2=NC=C(CCNC3=C4SC=CC4=NC=N3)S2)=CC=C1,93.9,6.0,7.0,2.0,5.693100000000002,429.93800000000005,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9b41458c0>,tr
PD002646,SU9516,Cyclin-dependent kinase 5,CDK5,single protein,7.66,COc1ccc2c(c1)/C(=C/c1c[nH]cn1)C(=O)N2,241.09,3.0,2.0,2.0,1.91,67.01,CDK,COc1ccc2c(c1)/C(=C/c1c[nH]cn1)C(=O)N2,COC1=CC=C2NC(=O)\C(=C/C3=CNC=N3)C2=C1,67.00999999999999,2.0,3.0,2.0,1.9109999999999996,241.25000000000003,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9b4144040>,tr
PD080379,BRD6989,Cyclin-dependent kinase 8,CDK8,single protein,6.3,CC1CCc2nc(N)c(C#N)c(-c3cccnc3)c2C1,264.14,4.0,1.0,1.0,2.72,75.59,CDK,CC1CCc2nc(N)c(C#N)c(-c3cccnc3)c2C1,CC1CCC2=NC(N)=C(C#N)C(C3=CC=CN=C3)=C2C1,75.59,1.0,4.0,1.0,2.7222800000000005,264.33200000000005,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e01da10>,tr
PD007682,Purvalanol,Cyclin-dependent kinase 2,CDK2,single protein,8.22,CC(C)[C@H](CO)Nc1nc(Nc2ccc(C(=O)O)c(Cl)c2)c2ncn(C(C)C)c2n1,432.17,8.0,4.0,8.0,3.93,125.19,CDK,CC(C)[C@H](CO)Nc1nc(Nc2ccc(C(=O)O)c(Cl)c2)c2ncn(C(C)C)c2n1,CC(C)[C@H](CO)NC1=NC(NC2=CC=C(C([O-])=O)C(Cl)=C2)=C2N=CN(C(C)C)C2=N1,128.01999999999998,8.0,9.0,3.0,2.5965000000000007,431.90400000000017,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9b4145c40>,tr
PD003662,SNS-032,Cyclin-dependent kinase-like 5,CDKL5,single protein,8.77,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,380.13,7.0,2.0,5.0,3.66,80.05,CDK,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,CC(C)(C)C1=CN=C(CSC2=CN=C(NC(=O)C3CC[NH2+]CC3)S2)O1,84.63000000000001,5.0,6.0,2.0,2.6328000000000005,381.5470000000002,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9b4145460>,tr
PD010323,FLI-06,Cyclin-dependent kinase 2,CDK2,single protein,4.15,CC1=C(C(=O)OC2CCCCC2)C(c2ccc([N+](=O)[O-])cc2)C2C(=O)CC(C)(C)CC2=N1,438.22,6.0,1.0,4.0,5.07,98.54,CDK,CC1=C(C(=O)OC2CCCCC2)C(c2ccc([N+](=O)[O-])cc2)C2C(=O)CC(C)(C)CC2=N1,CC1=C(C(C2C(=O)CC(C)(C)CC2=N1)C1=CC=C(C=C1)[N+]([O-])=O)C(=O)OC1CCCCC1,98.86999999999999,4.0,6.0,0.0,5.288200000000005,438.52400000000034,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d96e01d690>,tr
PD010305,LDC000067,Cyclin-dependent kinase 9,CDK9,single protein,7.36,COc1ccccc1-c1cc(Nc2cccc(CS(N)(=O)=O)c2)ncn1,370.11,6.0,2.0,6.0,2.68,107.2,CDK,COc1ccccc1-c1cc(Nc2cccc(CS(N)(=O)=O)c2)ncn1,COC1=CC=CC=C1C1=CC(NC2=CC=CC(CS(N)(=O)=O)=C2)=NC=N1,107.19999999999999,6.0,6.0,2.0,2.6842999999999995,370.4340000000001,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x77d9b4276500>,tr
